"A6_bulk_NoDrug" "C10_bulk_NoDrug"
"RP11-66H6.3" 0 0
"RP1-107N3.2" 0 0
"TRIM51JP" 0 0.0739989678623963
"OR5M12P" 0 0
"RP11-762H8.4" 0 0
"RP11-295K2.3" 0 0
"RP11-619A14.3" 0 0.0739989678623963
"LTB4R" 25.9612060403885 12.6538235044698
"CTD-2588C8.8" 0 0
"MIR137HG" 0.913590828400768 0.0739989678623963
"TPTE2P6" 0 0
"ZNF385D-AS2" 0 0
"SIRPB1" 0.685193121300576 0.295995871449585
"HIST1H1PS2" 0 0
"C21orf59" 24.2101569526203 11.9138338258458
"LINC01521" 3.65436331360307 3.18195561808304
"EVX1-AS" 0 0
"RP13-46H24.1" 0.456795414200384 0.295995871449585
"RP11-240E2.2" 0 0
"RP11-1029M24.1" 0.152265138066795 0.369994839311981
"CTD-2341M24.1" 0.152265138066795 0
"ATP6V0CP1" 0.0761325690333973 0
"CD177P1" 0 0
"FAM47B" 0 0
"MICAL2" 5.7099426775048 11.8398348579834
"DESI2" 44.3852877464706 54.537239314586
"REM2" 0 0
"PRPSAP1" 62.7332368835194 81.2508667129111
"RP11-666A1.7" 0 0
"COMTD1" 19.1854073964161 26.1956346232883
"UPK3BL" 0 0
"DNM1P28" 0 0
"ZNF324B" 9.36430599110787 8.21388543272598
"ASCC3" 41.7206478303017 59.199174289917
"C7orf71" 0 0
"PRPF19P1" 0.0761325690333973 0
"GP1BB" 0 0
"LINC01456" 0 0
"CTA-215D11.4" 0 0.0739989678623963
"RP11-474O21.2" 0 0
"PIGCP1" 4.26342386587025 3.47795148953262
"AC010504.2" 0.0761325690333973 0
"FAM166AP6" 0 0
"RP11-546M4.1" 0 0
"RP3-453P22.2" 0 0
"RP1-37N7.1" 0 0
"RP11-334N17.1" 0 0
"RP11-360O19.5" 0 0
"AC006150.1" 0 0
"LINC01500" 0.913590828400768 0.59199174289917
"ELK3" 46.9737950936061 39.7374457421068
"KCTD21-AS1" 6.77579864397236 4.43993807174378
"AC009237.10" 0 0
"RP11-338N10.2" 0.0761325690333973 0
"PYGB" 438.828127908502 759.081412332461
"U91328.22" 0 0
"RP11-667K14.3" 0.304530276133589 0.221996903587189
"RP4-639J15.2" 0 0
"CYP3A54P" 0 0
"RP11-624J12.1" 0 0
"RP11-462B18.3" 0 0.0739989678623963
"RP5-879K22.1" 0 0
"TMEM214" 135.820503155581 150.957894439288
"RP11-79P5.9" 0.456795414200384 0.147997935724793
"IRF2BP2" 82.8322351083363 87.9847727883892
"BNC2" 121.735977884402 88.7247624670131
"RP1-17K7.2" 0.456795414200384 0.665990710761566
"OR9Q2" 0 0
"SGTB" 11.1914876479094 11.6918369222586
"PCDH10" 1.44651881163455 1.03598555007355
"TRAJ4" 0 0
"TRAJ52" 0 0
"ZC3H10" 6.85193121300576 5.25392671823013
"FLJ13224" 0.0761325690333973 0.369994839311981
"AC008132.15" 0 0
"GCKR" 0 0
"AC079987.2" 0 0
"RGAG1" 0.0761325690333973 0.147997935724793
"SF3B6" 52.8360029091777 61.3451443579265
"KNTC1" 105.367475542222 85.5428068489301
"RPS11P1" 0 0
"CTC-459M5.1" 0 0
"RP11-13K12.2" 0 0
"RP11-104D3.2" 0.456795414200384 0.369994839311981
"SEP15" 126.151666888339 118.916341354871
"POU3F4" 0 0
"ARHGAP4" 149.219835305459 190.103348438496
"AC004022.7" 0 0
"LINC00880" 0 0
"NR4A2" 4.56795414200384 3.77394736098221
"LRRFIP2" 24.1340243835869 26.1956346232883
"RP11-6F2.5" 0 0.0739989678623963
"AC018634.9" 0 0
"RP11-155D18.12" 0 0
"AC067945.2" 0 0
"RP11-93K22.1" 0.0761325690333973 0
"RP11-586K12.7" 0 0
"AC034228.3" 0 0.147997935724793
"MOB1AP1" 0 0
"SULT1A4" 0 0
"RP11-241I20.4" 0 0
"KIR2DP1" 0 0
"CAPN8" 0.0761325690333973 0
"RP11-322E11.6" 0 0
"MDFIC" 76.7416295856645 81.3248656807735
"TMEM69" 21.7739147435516 19.979721322847
"DOK4" 13.3993321498779 9.9158616935611
"GPR62" 0.0761325690333973 0
"RPS24P18" 0 0
"RP11-241I20.5" 0.152265138066795 0.665990710761566
"AP000462.1" 0 0
"AC104024.1" 0 0
"RP11-174G17.2" 0 0
"CTD-2008N3.1" 0 0
"AP000462.3" 0 0
"RP11-536C10.4" 0 0
"AP000462.2" 0.0761325690333973 0.147997935724793
"RP1-8B22.2" 0 0
"IKZF2" 0 0
"DBH" 0 0.0739989678623963
"AC073143.1" 0 0
"RP11-536C10.2" 0 0
"TRIM17" 2.20784450196852 2.44196593945908
"AP1G1" 101.332449383452 83.100840909471
"CDC42EP1" 0.0761325690333973 0
"EZH2P1" 1.82718165680154 2.73796181090866
"AF015720.3" 0 0
"RP5-855F14.2" 0 0
"MSTO1" 15.3787789447463 15.9097780904152
"RP11-731J8.1" 0.0761325690333973 0.0739989678623963
"RP11-615J4.3" 0 0
"CDH9" 0 0
"OR4S1" 0 0
"RP11-244N20.7" 0 0
"FGA" 0 0
"PYGO1" 21.3932518983846 14.5777966688921
"AC007253.1" 0 0
"PCDHGA3" 0.304530276133589 0.665990710761566
"AC067945.3" 2.28397707100192 2.66396284304627
"MIR762HG" 0.304530276133589 0.147997935724793
"GRAMD4P5" 0 0
"PPM1J" 3.42596560650288 3.10795665022064
"LDLR" 499.201255151986 474.33338399796
"RP4-549F15.1" 0 0
"TBC1D8B" 6.62353350590557 5.25392671823013
"TUBBP10" 0 0.0739989678623963
"PNMAL1" 0 0
"THRAP3" 248.496705325009 237.018694063255
"RP11-401O9.4" 0 0
"RP11-403P17.2" 0 0
"RP11-701H24.9" 0 0
"PDPK1" 21.6977821745182 23.16167694093
"SERP1" 102.093775073786 99.0846179677486
"CFAP157" 1.59878394970134 0.961986582211151
"LPIN1" 92.4249388065443 89.4647521456371
"RP11-348N5.7" 0.152265138066795 0.443993807174378
"RP11-561N12.1" 0 0
"NVL" 32.965402391461 31.5235603093808
"LINC01222" 0 0
"RP11-457P14.5" 0 0
"GSTO2" 1.52265138066795 0.961986582211151
"RP11-96C23.12" 0 0
"RP11-79P5.10" 3.80662845166986 5.25392671823013
"NDUFAB1" 54.7393171350127 62.1591330044129
"RP11-284A20.3" 0 0
"RP11-109N23.6" 0.380662845166987 0.0739989678623963
"CTC-571O20.1" 0 0
"TRAF5" 28.0167854042902 24.4196593945908
"RP11-803B1.8" 0.152265138066795 0
"RP11-757H14.2" 0 0
"OR11N1P" 0 0
"GTSF1L" 0 0
"RP11-234K24.3" 0 0
"GSTM2" 4.94861698717082 1.10998451793594
"SEMA4B" 20.0228656557835 21.9776934551317
"HSD11B1L" 14.7697183924791 10.9518472436346
"LRPAP1" 767.796958701812 616.929395068798
"TATDN2P1" 0 0
"KB-1043D8.6" 0.0761325690333973 0.0739989678623963
"RP3-439F8.1" 0.609060552267178 1.03598555007355
"SEPT2" 411.039740211312 344.391196431592
"RP5-890O3.9" 3.19756789940269 3.32995355380783
"LRRC1" 15.1503812376461 10.5078534364603
"RP11-498P14.5" 0.0761325690333973 0.147997935724793
"CCDC110" 1.44651881163455 0.221996903587189
"CCL17" 1.37038624260115 1.33198142152313
"C1QBPP1" 0 0
"QTRT1" 103.235763609287 92.8687046673073
"HESX1" 0.761325690333973 0.221996903587189
"ENPP7" 0 0
"C16orf92" 0 0
"PGBD4P5" 0 0
"RP11-26M5.3" 0 0
"RP11-524O24.2" 0.304530276133589 0.295995871449585
"CTD-3118D11.2" 0 0
"TMEM62" 5.86220781557159 5.10592878250534
"VPS37C" 36.7720308431309 38.1834674169965
"DPAGT1" 45.0704808677712 45.4353662675113
"ITPKB" 274.610176503464 283.268048977253
"RP1-149L1.1" 0 0
"RP11-157P1.4" 1.52265138066795 1.77597522869751
"EAF1" 19.6422028106165 20.7937099693333
"RPS15AP32" 0 0
"RP11-347H15.1" 0.0761325690333973 0
"AC009413.2" 0.304530276133589 0.221996903587189
"RP11-1166P10.7" 0 0
"RPL29P12" 0.152265138066795 0.0739989678623963
"CXCR5" 0 0
"RP11-239H6.2" 0 0
"RP11-655M14.14" 0 0
"AC104058.1" 0 0
"IGKV2-4" 0 0
"LINC00173" 0.989723397434165 1.25798245366074
"RP11-80H8.4" 0.0761325690333973 0.0739989678623963
"AP000567.27" 0 0
"RP1-187B23.1" 0 0
"RP11-63P12.2" 0.0761325690333973 0.147997935724793
"PECAM1" 0 0
"BTNL10" 0.0761325690333973 0.147997935724793
"TBC1D13" 39.6650684664 42.0314137458411
"RPGR" 6.24287066073858 6.14191433257889
"PYGM" 0.152265138066795 0.0739989678623963
"MRPL22" 22.0784450196852 25.8996387518387
"SLC35G1" 11.1914876479094 11.4698400186714
"PIAS2" 26.1896037474887 27.7496129483986
"FLJ45079" 0.0761325690333973 0
"CYCSP26" 0 0
"RP11-1E4.1" 0.228397707100192 0
"FMR1" 54.9677148421129 52.3172702787142
"IGHV1OR16-3" 0 0
"NSFL1C" 139.703264176284 149.847909921352
"SMYD5" 63.037767159653 67.6350566262302
"CTSH" 267.529847583358 116.622373351137
"CTRB1" 0 0.0739989678623963
"RP11-162K11.4" 0 0
"FOXD3-AS1" 2.51237477810211 1.03598555007355
"TNFAIP2" 0.0761325690333973 0
"GNB3" 7.99391974850672 7.17789988265244
"RP11-326A19.2" 0 0
"CRADD" 6.16673809170518 4.21794116815659
"KRTAP19-9P" 0 0
"EIF5" 116.254432913998 144.741981138847
"F12" 14.8458509615125 25.0116511374899
"RP11-398A8.4" 0 0
"RP11-45K10.2" 0 0
"MRPS5" 78.4926786734326 131.126171052166
"CDH3" 42.0251781064353 86.2087975596916
"RPS2P35" 0.0761325690333973 0.295995871449585
"GLIPR1L1" 0.228397707100192 0.0739989678623963
"IGKV1-8" 0 0
"SLC22A5" 18.195683998982 13.8378069902681
"RP4-539M6.20" 0.228397707100192 0.147997935724793
"CHIC2" 5.6338101084714 5.25392671823013
"CTC-505O3.2" 0 0
"PCMTD1P1" 0 0
"MS4A6E" 0 0
"MOCOS" 21.1648541912845 23.2356759087924
"RP11-379J5.5" 0 0.0739989678623963
"EXTL3-AS1" 0.83745825936737 0.517992775036774
"URGCP" 51.2372189594764 57.6451959648067
"RRNAD1" 33.4983303746948 26.7876263661874
"BANF1P5" 0 0
"AC003104.1" 0.152265138066795 0
"PHLDA2" 107.423054906124 84.3588233631317
"NCOR1" 238.675603919701 204.385149235938
"LA16c-306E5.1" 4.41568900393704 4.73593394319336
"RP1L1" 0 0
"APOBEC3C" 70.6510240629927 62.8991226830368
"C5AR1" 0 0.0739989678623963
"AC006987.5" 0 0
"AC108039.1" 0.0761325690333973 0
"RP11-307L14.2" 0 0
"AC104532.4" 0.152265138066795 0
"AC106870.2" 0 0
"RP11-356K23.2" 0 0
"RP11-182J1.14" 0.685193121300576 0.739989678623963
"OR6C75" 0 0
"HMGB3P26" 0 0
"RP11-81K13.1" 0 0
"RP11-536C10.17" 0 0
"CECR5" 111.38194849586 185.219416559578
"LEPR" 0.380662845166987 0.665990710761566
"DENND1C" 0.685193121300576 1.03598555007355
"MAN2A2" 83.36516309157 88.2067696919763
"OR4F8P" 0 0
"RAPH1" 5.93834038460499 5.10592878250534
"RP11-266O8.1" 0 0
"LRRC61" 0 0
"RP11-502N13.2" 0 0
"RP11-295P22.4" 0 0
"ZNF597" 0 0
"ZNF736" 0.0761325690333973 0.517992775036774
"CTD-2235C13.3" 0 0
"AMOTL2" 39.2082730521996 18.3517440298743
"IK" 76.5132318785643 64.3791020402847
"IL34" 0 0
"RP11-457D20.1" 0 0
"AC007395.4" 0.456795414200384 0.147997935724793
"RP11-218I7.2" 0 0
"ATF4P1" 0 0
"CTC-471C19.1" 0 0
"RP11-156F23.2" 0 0
"RP11-6C10.1" 0 0
"AKIRIN2P1" 0.0761325690333973 0
"RP11-707F2.1" 0 0
"GEMIN8P2" 0 0
"RP11-734C14.2" 0 0
"EEF1A1P5" 78.1120158282656 56.2392155754212
"SNHG11" 15.6071766518464 17.1677605440759
"C15orf59" 0 0
"AC073091.2" 0 0.0739989678623963
"LNX1-AS1" 0 0
"RP5-1087E8.3" 0 0
"ZNF668" 20.9364564841843 26.1216356554259
"COG1" 32.584739546294 48.3213260141448
"RP11-18M17.1" 0 0.0739989678623963
"CTC-471J1.2" 0.0761325690333973 0.295995871449585
"KRTCAP2" 11.5721504930764 10.8038493079099
"HMGXB3" 158.2034784514 164.351707622382
"ANKRD40" 142.52016923052 135.27011325246
"RP11-1007G5.2" 0 0
"NPFFR2" 0 0
"PPP2R2C" 0 0
"RPS20P4" 0.456795414200384 0.369994839311981
"RP6-159A1.3" 0 0
"COL6A3" 2.13171193293512 8.28788440058838
"RP11-449D8.5" 0 0
"PCDH9-AS3" 0 0
"ATP1B3-AS1" 0.532927983233781 0.147997935724793
"RPL37P1" 0 0.0739989678623963
"CTD-2231E14.5" 0.0761325690333973 0
"MTCO1P12" 600.076909121238 443.105819560029
"DUSP18" 3.12143533036929 3.18195561808304
"CTD-2526L21.2" 0 0
"RP11-232D9.2" 0 0
"RPS27P29" 0.0761325690333973 0
"RP11-80H5.6" 0 0
"BMP6P1" 0 0
"RP11-136K14.2" 0 0
"CTD-2619J13.9" 1.90331422583493 0.739989678623963
"RP11-136K14.3" 0 0
"DOCK1" 107.57532004419 93.7566922816561
"LINC01252" 0.0761325690333973 0.0739989678623963
"RP11-554D15.4" 0 0
"TSPY5P" 0 0
"RP11-85G21.1" 0 0
"NCOR2" 183.09882852532 288.151980856171
"NPAS4" 0 0
"CLEC4M" 0 0
"RPL5P9" 0.152265138066795 0.221996903587189
"HIST2H2BA" 1.06585596646756 0.739989678623963
"SIGLEC1" 0 0
"SOX7" 0 0
"DNAJC25" 5.02474955620422 5.9199174289917
"ZNF207" 112.295539324261 110.332461082833
"RPL7P17" 0 0
"RP11-456D7.1" 0 0
"ZSCAN26" 12.7902715976107 6.21591330044129
"GAS6-AS1" 0 0
"KLHL38" 0.685193121300576 0.517992775036774
"LINC01258" 0 0.0739989678623963
"RP11-514F3.4" 0 0
"ZNF723P" 0 0
"EEF1A2" 110.772887943593 284.008038655877
"CHST14" 43.0910340729029 40.7734312921803
"HID1" 0 0
"C22orf29" 47.5067230768399 47.5073373676584
"OR4C49P" 0 0
"RP11-166B2.3" 0.456795414200384 0.443993807174378
"UBE2Q2P4Y" 0 0
"BANF1" 69.4329029584583 69.1890349513405
"OR5BE1P" 0 0
"OR5AQ1P" 0 0
"LRRC17" 0.152265138066795 0
"HNRNPA3P4" 0.0761325690333973 0
"RP11-66A2.1" 0 0
"MKI67" 730.263602168347 709.280106961068
"LIFR-AS1" 0.0761325690333973 0.0739989678623963
"RP11-729L2.2" 0 0
"UBE2E1" 44.3091551774372 43.881387942401
"EPHB2" 0 0.147997935724793
"HSD17B2" 0 0
"RPL21P39" 0 0.0739989678623963
"RP11-566J3.2" 0 0
"HNRNPH1" 384.77400389479 391.232543088489
"MTCYBP28" 0 0
"CRCP" 39.284405621233 43.2893961995018
"RP11-118E18.4" 0.152265138066795 0
"AJ006998.2" 0 0
"RPL30P3" 0.532927983233781 0.221996903587189
"HIST3H2BA" 0 0
"GGTLC1" 0 0
"RPL35AP33" 0 0
"MTND4P23" 0 0
"RP11-710E1.1" 0.761325690333973 0.369994839311981
"ZNRF1" 32.1279441320937 35.9634983811246
"AC006552.1" 0 0
"KRT18P47" 0 0
"CHD2" 137.267021967215 104.560541589566
"ARF5" 162.847565162437 187.883379402624
"TDRD7" 34.9448491863294 31.4495613415184
"RP11-542C10.1" 0 0
"RP11-496B10.1" 0 0
"RP4-714D9.5" 0.913590828400768 0.813988646486359
"HNRNPK" 287.095917824941 279.79009748772
"RP11-211C9.1" 0 0
"RP11-1099M24.7" 0 0
"GPR88" 0 0
"PRDX6" 147.697183924791 155.471831478895
"RP11-586K12.4" 0 0
"ALG10" 1.67491651873474 2.21996903587189
"RP11-240D10.4" 0 0
"ACO1" 91.0545525639432 97.3086427390511
"THOC3" 7.38485919623954 10.2118575650107
"RP11-591L14.1" 0 0
"RP11-226F19.1" 0 0
"AC096558.1" 0 0
"RP11-700F16.2" 0 0.0739989678623963
"NAP1L4P2" 0 0
"PCSK1N" 0 0
"KCTD20" 115.797637499797 83.100840909471
"RP1-19N1.1" 0 0
"HSPD1P14" 0 0
"NEFM" 0 0.0739989678623963
"KDM4B" 95.622506705947 87.5407789812148
"RP11-476C8.2" 0.152265138066795 0
"YLPM1" 121.203049901169 124.392264976688
"LINC01278" 21.5455170364514 16.2797729297272
"CTD-2552K11.2" 0 0
"RP11-420J11.2" 0 0
"RP11-10A14.4" 0.989723397434165 0.887987614348755
"AC006000.5" 0 0
"HNRNPH1P3" 6.39513579880537 5.40192465395493
"AC087163.2" 0.532927983233781 0.517992775036774
"RPL23AP15" 0.0761325690333973 0.0739989678623963
"SLC3A1" 0 0
"NBPF14" 0 0
"GAPDHP60" 3.50209817553628 2.44196593945908
"FOSL1P1" 0.913590828400768 1.25798245366074
"AC015933.2" 0.0761325690333973 0
"AMH" 2.20784450196852 0.221996903587189
"EI24" 100.342725986018 89.5387511134995
"ACSL6" 2.7407724852023 3.25595458594544
"PSMC3" 189.417831755092 189.437357727734
"PROCA1" 3.19756789940269 2.81196077877106
"RP11-529A4.4" 0.0761325690333973 0.0739989678623963
"NUTF2P4" 1.52265138066795 1.47997935724793
"CTA-398F10.2" 0 0
"AF277315.19" 0.456795414200384 0.0739989678623963
"MTND3P10" 0 0.0739989678623963
"INO80" 56.9471616369812 66.4510731404318
"NEK5" 0.152265138066795 0.443993807174378
"LINC00607" 0.228397707100192 0.221996903587189
"MIR3663HG" 0 0
"MAPRE1P1" 4.72021928007063 6.21591330044129
"FBXW5" 228.702237376325 247.082553692541
"NDUFB4P11" 0 0
"GNG10" 3.34983303746948 4.66193497533096
"LIPH" 0.0761325690333973 0
"RP11-412H8.2" 0 0
"RP5-1033K19.2" 0 0
"DBF4B" 69.2806378203915 87.4667800133524
"HNRNPUL1" 520.13771163617 448.507744213984
"C5orf51" 53.3689308924115 48.3953249820072
"REEP3" 32.7370046843608 32.4115479237296
"RPLP2" 510.012079954729 472.927403608574
"DNAJC25-GNG10" 0 0
"FBXO45" 25.3521454881213 24.271661458866
"FAM151A" 0.304530276133589 0.221996903587189
"CCDC183-AS1" 2.05557936390173 3.10795665022064
"RP1-91N13.1" 0 0
"VKORC1" 22.3829752958188 14.2818007974425
"TAF1L" 0 0
"RP11-712P20.2" 0 0
"ATG16L1" 37.0004285502311 47.5813363355208
"FAM19A3" 2.8930376232691 5.69792052540451
"RP11-1280N14.3" 0 0.0739989678623963
"RPS23P4" 0 0
"TRAT1" 0 0
"EIF2A" 63.7229602809535 48.6173218855943
"GRM6" 0 0
"KIAA0226L" 3.34983303746948 6.58590813975327
"SOCS5P4" 0.0761325690333973 0
"PCGF6" 10.2017642504752 10.2118575650107
"UCHL1-AS1" 0 0
"GFI1B" 1.06585596646756 1.10998451793594
"RP11-274H24.1" 0 0
"CTD-2203A3.1" 0 0
"RP3-527G5.1" 2.66463991616891 2.21996903587189
"EIF4A3" 211.648541912845 314.495613415184
"FAM50B" 0 0
"RP11-709P2.1" 0.685193121300576 0.665990710761566
"RP11-268G12.2" 0 0
"RP11-676F20.1" 0 0
"CLHC1" 5.48154497040461 3.40395252167023
"OR10Q1" 0 0
"CTD-2619J13.16" 0.304530276133589 0.147997935724793
"FAM206BP" 0.0761325690333973 0
"RP11-367J11.3" 0 0
"FGF19" 0 0
"AURKAPS1" 0.0761325690333973 0
"BTNL3" 0 0
"AC000111.5" 0 0
"RP5-1024N4.4" 0 0
"SACS" 63.2661648667532 79.6968883878008
"ISCA1P3" 0 0
"WDR72" 0.228397707100192 0.369994839311981
"STAT1" 166.882591321207 148.21993262838
"RP11-773H22.4" 0.0761325690333973 0.0739989678623963
"UCN2" 202.436501059803 501.713002107047
"RP11-467L24.1" 0 0
"SRSF6" 245.527535132706 198.983224581984
"DPH5" 29.9200996301251 26.1216356554259
"RP11-9L18.2" 41.5683826922349 41.8094168422539
"OBSL1" 343.205621202555 195.135278253139
"ASAP3" 31.3666184417597 32.0415530844176
"FAM13C" 0 0
"PDCD2" 42.1013106754687 39.7374457421068
"IKZF4" 14.7697183924791 8.80587717562515
"UPF3AP3" 0.228397707100192 0.295995871449585
"RP11-514D23.2" 0 0
"RAD18" 18.4240817060821 27.5276160448114
"CAMK1D" 0 0
"RP11-805I24.4" 0 0
"RP3-368B9.2" 0.152265138066795 0.147997935724793
"RP11-153F5.3" 0 0
"IGKV3-20" 0 0
"BCRP4" 0 0
"RS1" 0 0
"DOK2" 0 0.517992775036774
"OR8A2P" 0 0
"OR51R1P" 0 0
"DHRS4-AS1" 12.4857413214772 7.76989162555161
"GABRB3" 51.3894840975432 63.1951185544864
"RP11-474D1.4" 0 0
"RP11-310E22.4" 0 0
"LINC00330" 0 0
"IL1RL2" 0 0
"APLP2" 282.223433406804 208.381093500508
"L34079.4" 0 0
"TLX2" 0 0
"LGALS3" 988.885939174798 849.286154156722
"SYNC" 11.0392225098426 13.9118059581305
"RP11-416N4.4" 0 0
"RP11-758N13.3" 0.228397707100192 0.369994839311981
"RP11-527L4.2" 0 0.0739989678623963
"RP11-1C1.6" 0 0
"AC079781.7" 0 0
"SFRP5" 0.0761325690333973 0.147997935724793
"RP11-334G22.1" 0.152265138066795 0.221996903587189
"RP11-480G7.3" 0 0
"RP11-177N22.2" 0 0
"RP11-787B4.2" 0.0761325690333973 0
"RP11-268G12.1" 0.83745825936737 0.369994839311981
"CSRP3" 0 0
"CFAP46" 0 0
"RPL23AP60" 0 0
"DPP3" 85.0400796103048 114.772399154577
"TCEB1P34" 0 0
"GLI2" 3.34983303746948 1.33198142152313
"RP11-132A1.3" 0 0
"DROSHA" 125.847136612206 105.670526107502
"RP11-293A10.3" 0 0
"ARL6" 2.8930376232691 2.44196593945908
"NDUFB3" 28.7781110946242 34.4835190238767
"HSD17B4" 85.8775378696722 79.4008925163512
"UNC93B3" 0 0
"RP11-455B2.9" 0 0
"SLC25A5-AS1" 3.65436331360307 2.95995871449585
"ANKLE2" 103.616426454454 109.370474500622
"RP5-1061H20.5" 0 0
"PPM1M" 4.11115872780345 3.40395252167023
"RP11-385D13.1" 0 0.0739989678623963
"PIWIL1" 0 0
"AMER2" 0 0
"AC006159.4" 0 0
"AZI2" 15.3787789447463 17.7597522869751
"CTD-2349P21.1" 0.0761325690333973 0.221996903587189
"CTC-529L17.1" 0 0
"TRBV6-1" 0 0
"TMEM60" 15.8355743589466 18.869736804911
"RP11-348J24.2" 0 0
"SLC7A7" 0.989723397434165 0.443993807174378
"RP11-269G24.8" 0 0
"RP11-269G24.3" 0 0
"RP11-293E1.2" 0 0
"RP5-968J1.1" 0.152265138066795 0.0739989678623963
"AC005758.1" 0 0
"PON3" 0 0
"RP11-357G3.2" 0.0761325690333973 0
"TMSB4XP2" 0 0
"COTL1P2" 0.456795414200384 0.369994839311981
"RP11-359P18.6" 0 0
"RP11-346I3.2" 0 0
"CERS4" 9.05977571497428 6.73390607547806
"RP11-95I16.4" 0.152265138066795 0
"RPL7P34" 0 0
"PRDX3P4" 0.152265138066795 0.443993807174378
"LINC01353" 0 0
"RNF5P1" 8.3745825936737 6.65990710761566
"RP13-131K19.2" 0 0
"CTD-2313J17.3" 0 0
"RP11-408E5.6" 0 0
"UBE3B" 67.5295887326234 50.5412950500166
"RP11-408A13.2" 0 0
"AC010745.3" 0 0
"RRAGA" 59.1550061389497 35.4455056060878
"ACPT" 0.380662845166987 0
"CTD-2568A17.8" 0 0
"CSTF2T" 62.7332368835194 47.433338399796
"COX7A1" 0.228397707100192 0.0739989678623963
"RP4-725K1.1" 0 0
"LTC4S" 0 0
"DMXL1" 35.7823074456967 25.7516408161139
"USP27X-AS1" 0.685193121300576 0.739989678623963
"LRP4" 138.409010502716 107.964494111236
"AC130469.2" 0 0
"RPS3AP25" 0 0.0739989678623963
"PSMD6" 488.009767504077 469.227455215455
"AC069394.1" 0 0
"AC016682.1" 0 0
"PSMB3P2" 0.685193121300576 0.443993807174378
"NPIPA7" 0 0
"RP11-1145L24.1" 0 0
"RP11-282O18.3" 2.66463991616891 2.66396284304627
"RCHY1" 13.0948018737443 17.9077502226999
"ZCWPW1" 6.09060552267178 4.14394220029419
"OR4P1P" 0 0
"P3H4" 54.3586542898457 53.8712486038245
"RP11-93O17.2" 0 0
"AC009134.1" 0 0
"ZNF157" 0 0
"PMCHL2" 0 0
"RP11-415J8.7" 0 0.0739989678623963
"RNF6" 41.7206478303017 42.0314137458411
"RP11-2G1.3" 0 0
"SPRY4" 255.500901676081 125.280252591037
"AP000593.5" 0.0761325690333973 0.0739989678623963
"RP11-15I11.2" 0 0.0739989678623963
"RP11-791O21.5" 0 0
"RP11-106E15.1" 0 0
"C10orf11" 18.3479491370488 11.8398348579834
"RP11-17A19.2" 0 0
"CIAPIN1P" 5.17701469427102 6.06791536471649
"TMEM266" 0.913590828400768 0.59199174289917
"LRRC37A14P" 0 0
"LINC01217" 0 0
"PTTG1" 82.2993071251025 67.7090555940926
"RP11-134N1.2" 0 0
"HNRNPA1P71" 0 0.0739989678623963
"RPL23AP23" 0 0
"RP11-164P12.4" 0.304530276133589 0
"TEN1" 0 0.147997935724793
"FTH1P2" 0.0761325690333973 0.295995871449585
"RP11-168K11.3" 0 0
"RPS19P3" 25.1998803500545 21.9776934551317
"KIF3B" 81.3857162967017 97.2346437711887
"EFCAB7" 6.92806378203915 5.9199174289917
"RP11-10A14.5" 0 0.0739989678623963
"AC079117.1" 0 0
"MTRF1LP1" 0.152265138066795 0.147997935724793
"CTD-3224K15.2" 0.0761325690333973 0.221996903587189
"NNT-AS1" 25.6566757642549 21.0897058407829
"CNP" 249.562561291476 300.213812617742
"GID8" 55.957438239547 68.153049401267
"RPL36P18" 0 0
"SUGT1" 28.7781110946242 23.3836738445172
"CTC-304I17.3" 0 0
"CTC-304I17.2" 0 0
"AC108479.2" 0 0.0739989678623963
"YWHAB" 306.129060083291 314.125618575872
"OR2A7" 0.0761325690333973 0
"PCNPP1" 0.761325690333973 0.517992775036774
"DPP4" 0 0
"ACRBP" 0.380662845166987 0.0739989678623963
"SPEN" 234.945108037064 231.986764248612
"PAQR6" 19.5660702415831 8.13988646486359
"MRPS36P4" 0 0
"RP11-43D2.2" 0 0
"CTD-2396E7.7" 0 0
"RP13-638C3.6" 0.83745825936737 0.369994839311981
"RP11-97N19.2" 0 0
"C6orf226" 2.28397707100192 2.21996903587189
"PRRG3" 0.685193121300576 0.665990710761566
"RP5-1157M23.2" 0.609060552267178 0.369994839311981
"CTC-295J13.3" 0 0
"RP11-433A10.2" 0 0
"ALK" 4.49182157297044 3.84794632884461
"RP11-521B24.5" 0.761325690333973 0.813988646486359
"RP11-98L12.2" 0 0
"CLDN16" 0 0.0739989678623963
"PSMG2" 10.354029388542 9.02787407921234
"RSL24D1" 34.3357886340622 26.1216356554259
"NDUFA3" 34.1835234959954 53.5012537645125
"NEK2P2" 0.0761325690333973 0
"ADGRA1" 0 0
"AC010518.3" 0 0
"RPAP1" 79.4824020708668 83.5448347166454
"L3MBTL4" 6.54740093687217 5.25392671823013
"HPR" 0 0
"MTND3P23" 0 0
"RP11-85A1.3" 0.152265138066795 0.147997935724793
"RP11-972L6.2" 0.456795414200384 0.0739989678623963
"IGKV1OR9-2" 0 0
"BATF" 14.0083927021451 23.2356759087924
"OR51C1P" 0 0
"MROH5" 0 0
"RBMXP1" 0 0.0739989678623963
"RP11-12A2.1" 0.304530276133589 0.221996903587189
"EPB41L2" 143.433760058921 162.649731361547
"AC016629.3" 0 0
"PRDM15" 43.5478294871033 55.647223832522
"AC000032.2" 0 0
"CNTN3" 0 0
