"A6_bulk_NoDrug" "C10_bulk_NoDrug"
"OR4A13P" 0 0
"RP11-167P22.5" 0 0
"BRWD1-AS2" 1.06585596646756 0.147997935724793
"METTL21AP1" 0.0761325690333973 0
"RP11-431J17.1" 0 0
"LILRP2" 0 0
"CTC-546K23.1" 0 0
"RP11-101B14.4" 0 0
"RPL35P5" 0.532927983233781 0.665990710761566
"SOD3" 60.8299226576844 0.813988646486359
"CTD-3099C6.9" 0 0
"CTC-400I9.1" 0 0
"RP11-431K24.2" 0 0
"PSMC1P5" 0 0
"RP11-444J21.2" 3.80662845166986 5.25392671823013
"HHIP-AS1" 0 0.369994839311981
"RP11-639B1.1" 0 0
"SPPL3" 33.6505955127616 23.901666619554
"SPINK1" 0.0761325690333973 0.0739989678623963
"NEFHP1" 0 0
"GAPDHP64" 0.228397707100192 0.369994839311981
"TCEAL3-AS1" 0 0
"RPS15AP3" 0 0
"FAM162A" 59.5356689841167 76.7369296733049
"MAP3K1" 69.2045052513581 53.0572599573381
"CTA-445C9.14" 3.57823074456967 3.25595458594544
"RP11-482D24.3" 0 0.221996903587189
"RP5-974N19.1" 0 0
"LINC01010" 0.456795414200384 0.221996903587189
"EMID1" 0.0761325690333973 0
"TCEB1P3" 0 0
"WISP1" 0.0761325690333973 0
"SLC18A1" 0.0761325690333973 0
"RETNLB" 0 0
"LINC01603" 0 0
"THAP5P1" 1.52265138066795 1.25798245366074
"RP5-1057J7.7" 0 0
"RP11-624M8.1" 0.152265138066795 0.147997935724793
"RP11-381N20.1" 0 0
"SLC17A2" 0 0
"CTHRC1" 99.2768700195501 58.459184611293
"GOLGA8N" 0.0761325690333973 0
"RP11-111A22.1" 0.304530276133589 0
"YJEFN3" 18.7286119822157 9.9158616935611
"XXbac-BCX105D18.9" 0 0
"GALNTL6" 0 0.739989678623963
"RAB9BP1" 0 0
"ZNF480" 14.9981160995793 16.3537718975896
"RP11-211N8.3" 0 0
"AC006509.4" 0 0.147997935724793
"RP11-148O7.2" 0 0
"RP11-191A15.2" 0.228397707100192 0.295995871449585
"TMED10" 210.43042080831 193.803296831616
"AC015922.7" 0 0
"RPL27AP" 10.734692233709 8.06588749700119
"RP5-1166F10.1" 0 0
"RP11-71N10.1" 0 0
"AC007036.6" 0 0
"AL450992.6" 0 0
"WDR36" 53.2927983233781 46.3233538818601
"CKS1BP5" 0 0
"AP000474.1" 0 0
"PTP4A2P2" 1.14198853550096 0.887987614348755
"FABP5P14" 0 0
"RP3-399J4.4" 0 0
"AC068538.4" 0 0.0739989678623963
"OR2A2" 0 0
"RP11-384P14.1" 0 0
"ACAN" 0 0
"KANK3" 0 0
"RP11-87P13.2" 0 0
"RP11-473O4.5" 0.228397707100192 0.369994839311981
"REV1" 32.584739546294 35.297507670363
"SH3GL1" 179.748995487851 190.84333811712
"CTD-2311B13.1" 0 0
"TAAR3" 0 0
"RLN2" 0.380662845166987 0
"CTB-23I7.3" 0 0.0739989678623963
"RP11-705O24.2" 0 0
"OR10AE3P" 0 0
"CDK5RAP1" 51.0849538214096 69.7810266942397
"BACH2" 4.11115872780345 2.66396284304627
"RP11-424N24.2" 0 0.0739989678623963
"PLXDC2" 6.77579864397236 0.147997935724793
"PAK1IP1" 23.5249638313198 27.6756139805362
"XKRY" 0 0
"RPL17P50" 0.304530276133589 0.221996903587189
"UBE2W" 20.0228656557835 14.7997935724793
"FKBP15" 51.3133515285098 64.2311041045599
"AC013268.4" 0 0
"THUMPD2" 9.74496883627485 7.69589265768921
"RP3-512E2.2" 0 0
"RP11-575A19.2" 0 0
"KIF28P" 0.380662845166987 0.295995871449585
"TRBV10-1" 0 0
"MEGF8" 213.171193293512 141.412027585039
"MBNL1" 132.775200394245 98.2706293212622
"RP11-44I10.3" 0.0761325690333973 0
"IGHD6-6" 0 0
"RP5-1051H14.2" 0 0
"NPL" 19.7183353796499 14.947791508204
"RP11-203B7.2" 0 0
"AC114812.10" 0 0
"ACP2" 26.7225317307225 20.7937099693333
"RP11-669N7.3" 0 0
"AASS" 57.8607524653819 48.4693239498695
"ARIH1" 56.5664987918142 42.9934003280522
"AQP5" 0.0761325690333973 0.147997935724793
"RPL7P54" 0 0
"ZNF137P" 0 0
"RP11-34P13.7" 0 0
"HNRNPA1P67" 0.0761325690333973 0.0739989678623963
"SLC16A14" 0 0
"AC144838.2" 0 0
"SLC25A46" 48.3441813362073 44.4733796853002
"RP11-486E2.1" 0 0
"OR2A41P" 0 0
"VRK1" 27.8645202662234 34.0395252167023
"WBP2P1" 0.0761325690333973 0.0739989678623963
"NPM1P28" 0 0
"B3GAT2" 0.0761325690333973 0
"NT5CP2" 0 0
"METTL11B" 0.228397707100192 0.0739989678623963
"AC015849.14" 0 0
"VN1R64P" 0 0
"EXOC6B" 34.4119212030956 28.9335964341969
"STAU2-AS1" 0 0
"TIMM8A" 12.8664041666441 12.0618317615706
"ANKFN1" 0.0761325690333973 0.0739989678623963
"PTP4A2" 119.071337968233 148.589927467692
"IL1B" 0 0.0739989678623963
"UBE2G1" 61.2105855028514 61.6411402293761
"TCP10L2" 0 0
"CTC-339D2.1" 0 0
"SAMD15" 0.380662845166987 0.295995871449585
"LINC00709" 0 0
"U2AF1" 222.687764422687 148.145933660517
"NPIPB7" 0.152265138066795 0
"RP11-962G15.1" 0 0
"TUBBP11" 0 0
"RP11-114J13.1" 0 0
"RPL23P10" 0 0
"RP11-628J14.1" 0 0
"AC067961.1" 0 0
"AC100848.1" 0 0
"LILRB5" 0 0
"LINC01310" 0.0761325690333973 0
"EMILIN2" 19.8706005177167 41.5134209708043
"IPO7P1" 4.87248441813743 3.77394736098221
"RP11-707P17.2" 0.609060552267178 0.295995871449585
"RP11-435D7.3" 0 0
"OR7L1P" 0 0
"ZNF667-AS1" 0 0
"CRHBP" 0.152265138066795 0.0739989678623963
"IGHJ6" 0 0
"RP11-348H3.4" 0 0
"FBRS" 91.4352154091102 90.4267387278482
"MTND5P41" 0 0
"PPM1A" 42.8626363658027 47.8773322069704
"CD160" 0.0761325690333973 0.147997935724793
"CTD-2154B17.1" 0 0
"LINC00639" 0 0
"RP11-268E23.2" 0 0
"MFI2" 761.401822903006 505.042955660854
"ERGIC3" 521.508097878772 406.328332532418
"AC005789.9" 0 0
"CTSD" 1267.53114183703 2586.26392679075
"MTND5P5" 0 0
"ARPP19" 145.870002267989 108.630484821998
"SIN3B" 118.538409985 104.930536428878
"BMS1P2" 0 0
"CTC-484P3.3" 0 0
"OR4G11P" 0 0
"OR4G4P" 0 0
"RPL17P2" 0 0
"POLD1" 218.50047312585 239.238663099127
"C14orf159" 33.8789932198618 28.4896026270226
"PYROXD2" 26.6463991616891 7.47389575410202
"BSPRY" 0 0.0739989678623963
"RBMS3-AS2" 0 0.0739989678623963
"USP9YP24" 0 0
"RP11-1134I14.2" 0 0
"IBA57-AS1" 0.228397707100192 0.295995871449585
"RP11-335I12.2" 0 0
"GUCY1B2" 0 0
"FAM35CP" 0.532927983233781 0.887987614348755
"SLC41A1" 54.5109194279125 75.8489420589562
"ACTG1P3" 0.380662845166987 0.813988646486359
"AC006277.2" 0.152265138066795 0.147997935724793
"EXOC7P1" 0.609060552267178 0.221996903587189
"RP11-126O22.1" 0 0
"RP11-348F1.2" 0 0
"RP11-439E19.6" 0 0.0739989678623963
"MSS51" 0.456795414200384 0.813988646486359
"AC108463.1" 0.0761325690333973 0.147997935724793
"CTD-2550O8.7" 0 0
"IGHV1OR15-9" 0 0
"FAM171A2" 15.2265138066795 13.7638080224057
"RGMB" 26.9509294378226 27.3796181090866
"TAF1B" 17.5104908776814 15.3917853153784
"CAHM" 2.20784450196852 1.62797729297272
"RP11-144G6.4" 0 0
"ZNF283" 4.41568900393704 4.80993291105576
"TOPBP1" 125.390341198005 120.840314519293
"OR6C4" 0 0
"TNR-IT1" 0 0
"AC079613.1" 0 0
"NABP2" 44.2330226084038 50.615294017879
"TCHHL1" 0 0
"MTPAP" 13.0948018737443 12.2098296972954
"RP11-503G7.2" 0 0
"RP11-345K20.2" 0.456795414200384 0.739989678623963
"HERC2P10" 10.2778968195086 10.4338544685979
"RP5-834N19.1" 0 0
"RP11-67H24.1" 0 0
"RP11-563P16.1" 0 0
"RP11-165J3.6" 0 0.147997935724793
"TLE1" 37.9901519476653 67.1910628190558
"SMPX" 2.43624220906871 1.18398348579834
"TMEM88B" 0 0
"LY6D" 0 0
"BMP8A" 0.304530276133589 0.443993807174378
"RP11-312J18.3" 0 0
"SETSIP" 3.19756789940269 2.81196077877106
"RP4-669L17.8" 0 0
"RP5-1050E16.2" 0 0
"RP5-1050E16.1" 0 0
"RP11-406A9.2" 0 0
"GOLGA8G" 0 0
"ZNF766" 10.5824270956422 7.17789988265244
"LINC00659" 0.0761325690333973 0.295995871449585
"SARDH" 1.90331422583493 7.39989678623963
"RP11-3K24.1" 0.152265138066795 0.221996903587189
"YAP1" 94.7850484465796 72.2969916015611
"IGHV1OR15-3" 0 0
"RP11-856M7.1" 0 0
"RP11-322L17.1" 0 0
"DOCK5" 22.1545775887186 16.2797729297272
"RPS12" 308.641434861393 237.536686838292
"RP11-196O2.1" 0 0
"NFATC4" 0 0
"NOS1" 0 0
"RP11-589B3.6" 0 0
"HOXD-AS2" 2.58850734713551 3.25595458594544
"RP11-941H19.1" 0.380662845166987 0.0739989678623963
"GPR85" 1.29425367356775 1.18398348579834
"PCDHB9" 2.05557936390173 0.443993807174378
"AC100830.3" 0 0
"RASGRP4" 0 0
"MTND1P14" 0 0
"JAML" 0.152265138066795 0
"ARFGEF1" 72.0975428746273 76.2929358661305
"NPY4R" 0 0
"HIST2H4A" 0 0
"RP11-72K17.1" 0 0
"RP11-247L20.4" 0.532927983233781 0.59199174289917
"RP11-1258F18.1" 0 0
"AC127383.1" 0.0761325690333973 0
"ASB9" 26.1134711784553 17.0197626083511
"RP11-805L22.1" 0 0
"RP11-567O18.1" 0 0
"NAGK" 84.507151627071 68.0050514655422
"RP3-486I3.5" 0 0
"MUC7" 0.304530276133589 0
"TSPY25P" 0 0
"TMC2" 0.380662845166987 0.59199174289917
"ZNF652P1" 0 0.0739989678623963
"FAM71E1" 0.380662845166987 0.517992775036774
"MRE11B" 1.21812110453436 1.18398348579834
"CCDC149" 17.434358308648 19.7577244192598
"RP3-461P17.9" 0 0
"ZNF664" 132.166139841978 120.840314519293
"CTD-2545M3.2" 0 0
"RP4-777O23.1" 0 0
"CXCL5" 0 0
"ZNF677" 0 0
"RP11-101C11.1" 0 0
"RP11-644L4.1" 0.228397707100192 0
"LINC01436" 0 0
"SNAP23" 49.8668327168752 31.1535654700688
"RP11-343B22.2" 0 0
"HGSNAT" 67.9863841468238 45.8793600746857
"RP11-483E23.4" 0 0
"AP000320.7" 0 0
"RP11-346C20.3" 0.913590828400768 0.295995871449585
"VCL" 96.6883626724146 88.8727604027379
"RP11-35N6.6" 0.228397707100192 0.147997935724793
"FYTTD1P1" 0.913590828400768 0.443993807174378
"RP11-505P4.5" 0.0761325690333973 0
"SLC36A2" 0 0.0739989678623963
"RP3-414A15.11" 0.0761325690333973 0.147997935724793
"OFD1P5Y" 0 0
"RP11-529H2.1" 0 0
"BAATP1" 0 0
"RP11-382N13.4" 0 0
"MIR124-2HG" 0 0
"ODF2" 68.5193121300576 78.7349018055896
"RP11-297C4.2" 0 0
"RP11-297C4.1" 0 0
"HSP90B1" 675.752682740434 417.650174615364
"LA16c-358B7.3" 10.4301619575754 10.1378585971483
"RP11-338H14.1" 0 0
"GLRA1" 0.152265138066795 0.147997935724793
"CHERP" 163.532758283737 182.333456812944
"RP5-1121H13.1" 0 0
"MAGEA7P" 0 0
"ALG8" 73.1633988410948 67.1910628190558
"LINC00375" 0 0
"GPATCH4" 71.3362171842933 90.2787407921234
"RPS4XP11" 0.152265138066795 0.147997935724793
"RP11-95M5.1" 0 0
"CTD-2333K2.1" 0 0
"NAGPA" 48.2680487671739 37.5914756740973
"AC019097.7" 2.13171193293512 2.14597006800949
"ADAM20P3" 0 0
"RP11-527J8.1" 0.304530276133589 0.813988646486359
"ST13P14" 0 0
"OGFRL1" 7.91778717947332 8.50988130417557
"TSSC1-IT1" 0 0.0739989678623963
"AC093063.3" 0 0
"BRIP1" 38.2185496547654 42.1054127137035
"RP5-903G2.2" 0 0
"RP11-165J3.5" 0 0
"KIF5B" 98.8200746053497 102.414571521556
"TRIM64B" 0 0
"KCNAB1-AS1" 0 0
"IFNAR1" 67.2250584564898 42.2534106494283
"RP5-901A4.4" 0 0
"LINC01352" 0 0.0739989678623963
"RP4-607J2.1" 0 0
"USF1P1" 0.228397707100192 0.295995871449585
"B4GALNT2P1" 0 0
"ACOT2" 10.734692233709 9.8418627256987
"NT5CP1" 0 0.0739989678623963
"PPIEL" 0.380662845166987 0.221996903587189
"BIRC2" 28.2451831113904 27.453617076949
"OXCT2P1" 0 0
"RP11-359D14.3" 0 0
"LINC00641" 2.05557936390173 2.29396800373428
"RPL7P3" 0 0
"KRT18P4" 0.609060552267178 0.443993807174378
"CTC-551A13.1" 0 0
"LRG1" 0 0
"ALDH7A1P4" 0 0
"AC067969.1" 0 0
"AC022201.4" 0 0
"CTD-2369P2.4" 0 0
"IFI35" 23.75336153842 17.0197626083511
"ERICH2" 0.304530276133589 0.147997935724793
"EEPD1" 14.6174532544123 24.1976624910036
"ADRA2A" 0.152265138066795 0.0739989678623963
"LINC00534" 0 0
"AP001042.1" 0 0
"SLC39A12-AS1" 0 0
"CYCSP53" 0 0
"AC113617.1" 0 0
"TOP1P1" 0 0
"RPS6KA2-AS1" 0 0
"RP13-890H12.2" 0.304530276133589 0.0739989678623963
"VN2R1P" 0 0
"PPP1R11P2" 0 0
"PDZK1P1" 0 0
"SHROOM2" 27.1031945758894 27.0096232697746
"PCSK2" 4.03502615877006 0.739989678623963
"AC110926.4" 2.36010964003532 0.813988646486359
"AC093326.1" 0 0
"ZNF883" 0.228397707100192 1.40598038938553
"RUNDC3A-AS1" 0.152265138066795 0.221996903587189
"LINC00365" 0 0
"AC018755.17" 0.0761325690333973 0.0739989678623963
"RP4-758J18.13" 4.18729129683685 2.66396284304627
"RP11-481G8.2" 0 0
"OFD1P4Y" 0 0
"ARGFX" 0 0
"CTB-50L17.14" 0 0
"FAM9A" 0 0
"BCOR" 53.5211960304783 61.0491484864769
"AC092638.2" 0.304530276133589 0.517992775036774
"PAAF1" 96.383832396281 93.4606964102065
"POU6F1" 4.94861698717082 2.88595974663345
"LINC00029" 0 0
"RGS17" 4.26342386587025 10.2858565328731
"RP4-583P15.10" 0 0
"RPL13AP20" 0.609060552267178 0.739989678623963
"THAP8" 10.5062945266088 11.0998451793594
"OR1R1P" 0 0
"DEFB4A" 0 0
"RP11-296A16.1" 0 0
"DDX3Y" 0 0
"WDR92" 3.27370046843608 3.62594942525742
"RP11-754I20.3" 0 0
"OR10U1P" 0 0
"CCNJ" 9.74496883627485 11.0998451793594
"KCTD9P5" 0.0761325690333973 0.221996903587189
"RNF138P2" 0 0
"RP11-706O15.8" 0 0
"HMCN1" 433.574980645198 281.418074780693
"PGS1" 76.2087016024307 109.00047966131
"POLG2" 25.8089409023217 35.0015117989134
"KDM6B" 51.8462795117436 68.3750463048541
"ADGRE3" 0 0
"CACNA1C-AS3" 0 0
"PLEKHA8" 27.407724852023 30.2655778557201
"RP11-754I20.1" 0 0
"RP3-465N24.6" 0.456795414200384 0.665990710761566
"RPL18AP15" 0.0761325690333973 0
"HAPLN3" 12.638006459544 4.36593910388138
"CCT2" 237.5336153842 239.090665163402
"FSTL3" 15.8355743589466 16.5757688011768
"AC008069.2" 0.152265138066795 0.147997935724793
"RP11-64J4.2" 0 0
"DRD5P2" 0 0
"TSR1" 157.137622484932 169.679633308475
"CTD-2147F2.2" 0 0
"NSD1" 82.3754396941359 79.0308976770392
"RP11-723D22.3" 0 0
"DSCAS" 0 0
"CEP63" 42.4058409516023 30.9315685664816
"SMARCC1" 220.327654782652 169.53163537275
"RPL7P53" 0 0
"TRMT112P2" 0 0
"DIP2B" 164.065686266971 158.72778606484
"ATG7" 14.3129229782787 15.6137822189656
"RP11-61G23.2" 0 0
"SUZ12P1" 7.91778717947332 7.62189368982681
"RPS20P31" 0.0761325690333973 0.0739989678623963
"ZNF254" 1.75104908776814 1.70197626083511
"RP11-26L20.3" 0.0761325690333973 0
"OR2AT4" 0.609060552267178 0.221996903587189
"RP11-261C10.1" 0 0
"SETX" 90.3693594426426 61.5671412615137
"RHBG" 0 0
"MMD2" 0 0
"RP11-498M14.1" 0 0
"SLC6A10P" 0 0.221996903587189
"RP11-570H19.2" 0 0
"CTD-2015G9.2" 0 0
"SCAMP1" 31.8234138559601 26.1216356554259
"C16orf59" 33.346065236628 34.3355210881519
"TRMU" 94.7850484465796 130.090185502093
"RPS2P48" 1.37038624260115 1.18398348579834
"AQR" 45.8318065581052 40.1814395492812
"RP11-613C6.4" 2.28397707100192 1.9979721322847
"TCF7L1-IT1" 0 0
"MTCYBP2" 0 0
"TFDP3" 0.0761325690333973 0
"RP11-461M2.2" 0 0
"PRMT5P1" 0.304530276133589 0.443993807174378
"ADH1C" 0 0
"RP11-364M6.1" 2.96917019230249 3.62594942525742
"CTD-3032H12.1" 0 0
"TXNRD2" 32.0518115630603 36.407492188299
"AC010894.5" 0 0.0739989678623963
"TBC1D28" 0 0
"IGHV3OR16-12" 0 0
"ZNF135" 0.0761325690333973 0
"RP11-275H4.1" 0 0
"ZMYND15" 0.304530276133589 0.295995871449585
"RIC1" 22.6875055719524 11.2478431150842
"AC005550.5" 0 0
"RP11-522N14.2" 0 0
"GGTLC4P" 0 0
"CTD-2008O4.1" 0 0
"PCAT1" 0.304530276133589 0.147997935724793
"CLEC12A" 0 0
"RP1-249F5.3" 0 0
"AC005324.6" 0 0
"RP11-92G12.3" 0.0761325690333973 0.0739989678623963
"CCNT2P1" 0.304530276133589 0.0739989678623963
"ARPC3" 40.3502615877006 37.7394736098221
"PCAT2" 0 0
"RP11-45L9.1" 0 0
"LMO2" 0 0
"GAPDHP57" 0 0
"RP11-522B15.7" 0 0
"PHBP15" 0 0
"CTD-2027G2.1" 1.97944679486833 2.58996387518387
"MAS1" 0 0
"DNAH8" 0 0
"UBE2SP1" 9.97336654337505 13.2458152473689
"CFHR4" 0 0
"RP11-55L4.2" 0 0.0739989678623963
"RP1-276J11.2" 0 0
"RP11-255B23.1" 4.03502615877006 5.32792568609253
"SOCS2-AS1" 2.66463991616891 1.77597522869751
"HTR3C" 0 0
"AURKC" 0.152265138066795 0.369994839311981
"MTND1P27" 0 0
"SCN7A" 0 0
"RP11-21A7A.2" 0.152265138066795 0.0739989678623963
"RP11-305L7.3" 0 0
"STT3A-AS1" 0.0761325690333973 0.147997935724793
"FAM47E-STBD1" 0 0
"NEDD1" 21.7739147435516 18.4257429977367
"TMEM208" 38.7514776379992 32.7815427630415
"PRSS33" 2.66463991616891 0.813988646486359
"RP13-1039J1.4" 0 0
"APLP1" 17.434358308648 38.1094684491341
"IRF3" 50.2474955620422 49.0613156927687
"RP13-1039J1.3" 0 0
"ZNF546" 2.13171193293512 1.55397832511032
"IRF1" 8.4507151627071 7.54789472196442
"RP11-736N17.8" 0 0
"TCF3" 163.228228007604 213.783018154463
"AOX3P" 0 0
"LUC7L3" 270.194487499527 223.624880880161
"CCNL2" 317.7773431454 274.314173865903
"TAF13P2" 0 0
"SLC26A5" 0 0.147997935724793
"RP11-236B18.2" 0 0
"NHP2P1" 11.115355078876 9.98986066142349
"RP11-645C24.5" 0 0
"KIAA1468" 32.1279441320937 29.4515892092337
"GPAA1P2" 0 0
"WBP11" 216.901689176149 209.047084211269
"LA16c-381G6.1" 0 0
"C1orf112" 17.7388885847816 20.2017182264342
"CTC-461H2.2" 0 0
"AC005150.1" 0 0
"GALR1" 0 0
"ZMYM6" 7.76552204140653 6.95590297906525
"RP11-93H10.1" 0 0
"RP11-420K10.1" 0 0
"FAM24A" 0 0
"AC011225.1" 0 0
"ADRA1B" 0.228397707100192 0.147997935724793
"MAEA" 79.2540043637666 114.772399154577
"AL109763.1" 0 0
"ACTR3BP5" 0 0
"RPS4XP21" 0 0
"FABP5" 7.30872662720614 4.51393703960617
"LINC01487" 0 0
"RPL32P9" 0 0.0739989678623963
"RP11-424I19.2" 0.228397707100192 0
"ANKLE1" 1.75104908776814 3.18195561808304
"HOXA9" 0 0
"SRPK1" 62.8093694525528 64.3051030724223
"RP3-449M8.6" 0.0761325690333973 0.147997935724793
"PLA2G16" 4.94861698717082 15.0957894439288
"GPR19" 4.79635184910403 5.62392155754212
"SPRR2C" 0 0
"PTCD2P2" 0 0
"TBRG4" 269.433161809193 326.187450337443
"CYCSP35" 0 0
"RP5-1063M23.2" 0.152265138066795 0.147997935724793
"RP11-504P24.5" 0 0
"RP3-449M8.9" 0.0761325690333973 0.0739989678623963
"RP5-1142A6.8" 0.0761325690333973 0.295995871449585
"KCNJ4" 0 0
"C2orf69P3" 0 0
"HIPK4" 0.0761325690333973 0.221996903587189
"UNG" 87.3240566813067 99.0106189998862
"RP11-1236K1.8" 0 0
"DGCR6L" 55.8051731014802 58.459184611293
"OSBPL10-AS1" 0 0
"RP11-167N24.4" 0 0
"RP11-552I14.1" 0 0
"RP11-589M4.2" 0.304530276133589 0
"RP11-107C16.2" 0 0
"SENP2" 38.6753450689658 33.4475334738031
"RP5-933K21.2" 1.82718165680154 1.9979721322847
"SPRR2A" 0.0761325690333973 0
"CYSLTR2" 0 0
"KRT5" 0 0
"UOX" 0 0
"CCNY" 33.0415349604944 23.8276676516916
"RP11-432M24.4" 0 0.0739989678623963
"HOXA10" 0 0
"RPL31P61" 0 0
"LONRF2" 14.8458509615125 13.9858049259929
"FZD3" 9.82110140530825 12.5798245366074
"AF196972.3" 0 0
"CMTR2" 25.2760129190879 19.5357275156726
"MXRA7" 50.4758932691424 51.9472754394022
"RPS10P3" 0.0761325690333973 0.295995871449585
"CTD-2140G10.2" 0 0
"RP11-331F9.4" 0.0761325690333973 0
"CTD-2140G10.4" 0 0
"C16orf52" 14.7697183924791 8.58388027203797
"NAP1L3" 0.152265138066795 0
"NLRP2P" 0 0
"B3GALT5-AS1" 0.0761325690333973 0.0739989678623963
"MUC1" 1.37038624260115 1.9239731644223
"U2AF2" 421.165371892754 463.011541915013
"LRRC26" 0 0
"CSPP1" 25.1237477810211 22.2736893265813
"GK-IT1" 0 0
"AC027612.4" 0.0761325690333973 0.221996903587189
"SEPT14P3" 0 0
"RPL36A" 6.09060552267178 4.58793600746857
"LINC01164" 0 0
"A2ML1-AS1" 0 0
"AC007559.1" 0.685193121300576 0.295995871449585
"AC027612.1" 6.47126836783877 6.43791020402847
"CA10" 0 0
"ZBTB41" 43.1671666419363 43.4373941352266
"RP11-972P1.8" 0 0
"C10orf120" 0 0
"RP11-732A19.9" 0 0
"GCG" 0 0
"RP11-196I18.4" 0 0
"IFT22" 19.7944679486833 17.2417595119383
"MYBBP1A" 289.98895544821 343.429209849381
"RP11-196I18.3" 3.19756789940269 4.58793600746857
"C7orf73" 35.1732468934296 32.4115479237296
"CD101" 0.609060552267178 0.517992775036774
"MYBPHL" 0 0
"RP11-114H24.2" 0.304530276133589 0
"GRPR" 0.380662845166987 0.0739989678623963
"ZDHHC16" 64.9410813854879 76.9589265768921
"TRAP1" 182.718165680154 204.385149235938
"AC103563.5" 0 0
"AC008065.1" 0 0
"SLC6A12" 0.456795414200384 1.40598038938553
"DLGAP1-AS5" 0 0
"ZNF205" 21.850047312585 21.4597006800949
"IFNWP18" 0.761325690333973 0.147997935724793
"STRN" 43.1671666419363 37.5174767062349
"COX6CP11" 0 0
"ADCY6" 66.3876001971225 49.8753043392551
"KRT73-AS1" 0 0
"SOCS4" 25.4282780571547 33.8175283131151
"KB-1083B1.1" 0 0
"RP11-256L6.3" 0 0
"RP11-775C24.3" 0.0761325690333973 0.0739989678623963
"IFNWP9" 0.152265138066795 0
"PPIAP3" 0 0.0739989678623963
"AC007283.4" 0.152265138066795 0.517992775036774
"CTHRC1P1" 0 0
"ZNF653" 8.67911286980729 6.88190401120285
"RIMBP3C" 0 0
"TTC21B-AS1" 0.228397707100192 0.0739989678623963
"TRBV12-1" 0 0
"DLGAP1-AS4" 0 0
"RP11-323C15.1" 0 0
"UBL5" 101.408581952485 84.7288182024437
"TMPRSS4-AS1" 0 0
"CTD-2583A14.11" 0.761325690333973 0.517992775036774
"RP11-304L19.8" 0 0
"CTD-2116N24.1" 0 0
"DLGAP1-AS2" 1.67491651873474 1.10998451793594
"RP11-258C19.7" 3.50209817553628 2.21996903587189
"ASB14" 0.228397707100192 0.443993807174378
"RP11-169L17.5" 1.06585596646756 1.10998451793594
"RP5-837I24.6" 0 0
"RP11-15A1.3" 0.609060552267178 0.517992775036774
"CLEC3A" 0 0
"COL1A1" 3.50209817553628 3.25595458594544
"KATNB1" 74.6099176527294 73.5549740552219
"RP11-308N19.5" 0.83745825936737 0.665990710761566
"BARX1" 0.0761325690333973 0.0739989678623963
"ZBTB7A" 90.1409617355424 118.768343419146
"RP11-143E21.1" 0 0
"RFKP2" 0 0
"RP11-108L7.14" 0 0
"CLRN2" 0 0
"RP11-466H18.1" 82.1470419870357 77.8469141912409
"CHEK2P3" 0 0
"AC007036.4" 0 0.147997935724793
"PABPC1P2" 0.0761325690333973 0
"HLFP1" 0 0
"RP11-699A5.2" 0 0
"AC093084.1" 0 0
"FAM234A" 113.970455842996 83.6928326523702
"OGFOD3" 136.657961414948 129.498193759193
"AC093911.1" 0 0
"FOXA3" 0.380662845166987 0.59199174289917
"RP11-874J12.3" 0 0
"RP11-169L17.3" 0 0
"BEND6" 0.609060552267178 0.813988646486359
"KLHL5" 13.7799949950449 16.2057739618648
"TCERG1L-AS1" 0 0
"AKR1C1" 0.989723397434165 0.221996903587189
"AC092614.2" 0.685193121300576 0.147997935724793
"GNG2" 17.8911537228484 10.5078534364603
"DCTN2" 106.585596646756 82.4348501987094
"CTD-2410N18.1" 0 0
"OSBPL11" 29.2349065088246 30.635572695032
"PDZD7" 7.53712433430633 7.69589265768921
"CTD-2119L1.1" 0 0
"GALNS" 71.8691451675271 54.2412434431365
"CCNC" 36.8481634121643 28.2676057234354
"IGHVIII-13-1" 0 0
"RP1-84O15.2" 0 0
"RP11-274E7.2" 3.88276102070326 3.55195045739502
"RPSAP32" 0 0
"CD53" 0 0
"RP11-480I12.2" 4.56795414200384 3.84794632884461
"BLOC1S3" 18.8808771202825 18.7957378370486
"SLC2A3P1" 0 0
"RP11-8L18.2" 0 0
"NOL3" 34.488053772129 25.0116511374899
"RPSAP54" 0.304530276133589 0.221996903587189
"CTB-55O6.4" 0 0
"RGS9BP" 3.80662845166986 7.25189885051483
"CNGA4" 0.228397707100192 0.221996903587189
"MAGEA12" 0 0
"MECOM" 0 0
"KCNIP2" 12.9425367356775 11.395841050809
"POU5F1P7" 0 0
"RP11-343D2.11" 0 0
"CDH17" 0.152265138066795 0.147997935724793
"HMGN4" 27.8645202662234 26.9356243019122
"FZD10" 0 0
"RP11-259K5.1" 0 0
"OR5AC2" 0 0
"CTA-14H9.5" 0.0761325690333973 0.147997935724793
"GPR107" 80.4721254683009 82.730846070159
"AC097359.2" 0 0
"CSAG4" 0 0
"TCF15" 0 0
"BZW2" 88.4660452168077 101.822579778657
"RP4-730K3.3" 0.761325690333973 0.443993807174378
"BTG1P1" 0.0761325690333973 0
"PCYT1A" 49.4861698717082 47.5813363355208
"TAAR2" 0 0
"CTC-428G20.6" 0.228397707100192 0
"RPL12P3" 0 0
"RP11-1J7.1" 0 0
"FAM161A" 49.0293744575079 26.7876263661874
"OPA1" 116.939626035298 169.901630212062
"LINC01342" 0 0
"CTA-503F6.2" 0 0
"RPL13" 598.097462326369 719.269967622492
